province,city,year,month,price
北京,平谷,2016,04,16562
北京,平谷,2016,03,16493
北京,平谷,2016,02,15323
北京,平谷,2016,01,15534
北京,怀柔,2016,12,27115
北京,怀柔,2016,11,26076
北京,怀柔,2016,10,24886
北京,怀柔,2016,09,24115
北京,怀柔,2016,08,23624
北京,怀柔,2016,07,22915
北京,怀柔,2016,06,22750
北京,怀柔,2016,05,22367
北京,怀柔,2016,04,21699
北京,怀柔,2016,03,20568
北京,怀柔,2016,02,19085
北京,怀柔,2016,01,18787
北京,密云,2016,12,24382
北京,密云,2016,11,23645
北京,密云,2016,10,22681
北京,密云,2016,09,21261
北京,密云,2016,08,20767
北京,密云,2016,07,20414
北京,密云,2016,06,20208
北京,密云,2016,05,19870
北京,密云,2016,04,19514
